0.000000000000000000e+00,1.795496048980030042e-03
3.078119999999999834e+01,1.584513594199856053e-03
6.156239999999999668e+01,1.277637365495960624e-03
9.234359999999999502e+01,1.562984177773220741e-03
1.231247999999999934e+02,2.045919846105068596e-03
1.539060000000000059e+02,2.246401641474384762e-03
1.846871999999999900e+02,3.260618502534488265e-03
2.154683999999999742e+02,4.413962135596016627e-03
2.462495999999999867e+02,3.155140425432686763e-03
2.770307999999999993e+02,2.590258730081594369e-03
3.078120000000000118e+02,1.972394414775384321e-03
3.385931999999999675e+02,2.567812809315852228e-03
3.693743999999999801e+02,2.379831179050657768e-03
4.001555999999999926e+02,2.310542964267559961e-03
4.309367999999999483e+02,2.610574592226169201e-03
4.617179999999999609e+02,5.471886504130041989e-03
4.924991999999999734e+02,4.357880124217419077e-03
5.232803999999999860e+02,6.840626825747785078e-03
5.540615999999999985e+02,4.289346513322405720e-03
5.848428000000000111e+02,3.412417914068271649e-03
6.156240000000000236e+02,2.681451381944174265e-03
6.464051999999999225e+02,3.388314975623119962e-03
6.771863999999999351e+02,1.979075425995211173e-03
7.079675999999999476e+02,1.685746621900318688e-03
7.387487999999999602e+02,2.127248151867659059e-03
7.695299999999999727e+02,3.469892868079377506e-03
8.003111999999999853e+02,4.514703551461209281e-03
8.310923999999999978e+02,2.993896142600945606e-03
8.618735999999998967e+02,2.857658551413942184e-03
8.926547999999999092e+02,2.934617724746222279e-03
9.234359999999999218e+02,3.136025235511551851e-03
9.542171999999999343e+02,3.417608374574750054e-03
9.849983999999999469e+02,2.641816908191243953e-03
1.015779599999999959e+03,2.495255037688713304e-03
1.046560799999999972e+03,2.745805971815112791e-03
1.077341999999999871e+03,4.657050265558729772e-03
1.108123199999999997e+03,2.903349424803284944e-03
1.138904399999999896e+03,2.665300632997529180e-03
1.169685600000000022e+03,3.216559125142882079e-03
1.200466799999999921e+03,3.293595947609792574e-03
1.231248000000000047e+03,3.016225496697380257e-03
1.262029199999999946e+03,2.790036229705983480e-03
1.292810399999999845e+03,2.765311884555765772e-03
1.323591599999999971e+03,4.388773147370855429e-03
1.354372799999999870e+03,2.950438889250518379e-03
1.385153999999999996e+03,4.272719235112321448e-03
1.415935199999999895e+03,4.554141415017415664e-03
1.446716400000000021e+03,2.888992606061255818e-03
1.477497599999999920e+03,2.209912404228664938e-03
1.508278799999999819e+03,1.434744385394625017e-03
1.539059999999999945e+03,2.605684761044089331e-03
1.569841199999999844e+03,1.485604614318692448e-03
1.600622399999999971e+03,1.567888977133420538e-03
1.631403599999999869e+03,1.379226828991744064e-03
1.662184799999999996e+03,1.325797765129304402e-03
1.692965999999999894e+03,1.459259967798513281e-03
1.723747199999999793e+03,2.787280636871673940e-03
1.754528399999999920e+03,4.201057151081815690e-03
1.785309599999999818e+03,5.281354812118296480e-03
1.816090799999999945e+03,6.238990223931023711e-03
1.846871999999999844e+03,7.516796359969131827e-03
1.877653199999999970e+03,6.181979048051268466e-03
1.908434399999999869e+03,3.784970748103480987e-03
1.939215599999999995e+03,3.866271925862760708e-03
1.969996799999999894e+03,3.610603583430571639e-03
2.000777999999999793e+03,4.033899825515797725e-03
2.031559199999999919e+03,9.364096277686036196e-03
2.062340400000000045e+03,4.746804439754863901e-03
2.093121599999999944e+03,8.247416305509101125e-03
