0.000000000000000000e+00,2.755048385839922886e+01
3.078119999999999834e+01,2.739875955827992016e+01
6.156239999999999668e+01,2.726627882089452726e+01
9.234359999999999502e+01,2.757266325126202844e+01
1.231247999999999934e+02,2.790288419321600699e+01
1.539060000000000059e+02,2.782802146718256608e+01
1.846871999999999900e+02,2.816546197273299157e+01
2.154683999999999742e+02,2.826004922430707467e+01
2.462495999999999867e+02,2.793777727949512624e+01
2.770307999999999993e+02,2.775013003649473831e+01
3.078120000000000118e+02,2.735319950162196889e+01
3.385931999999999675e+02,2.734955740664382873e+01
3.693743999999999801e+02,2.725394706764815211e+01
4.001555999999999926e+02,2.726951524950273154e+01
4.309367999999999483e+02,2.735189609672402256e+01
4.617179999999999609e+02,2.811309648730700061e+01
4.924991999999999734e+02,2.830803084276309889e+01
5.232803999999999860e+02,2.849623774460432912e+01
5.540615999999999985e+02,2.805471859039447935e+01
5.848428000000000111e+02,2.796589978869424797e+01
6.156240000000000236e+02,2.815870415774313784e+01
6.464051999999999225e+02,2.822469391229727265e+01
6.771863999999999351e+02,2.823487950346090258e+01
7.079675999999999476e+02,2.831836766358269841e+01
7.387487999999999602e+02,2.816154594934009125e+01
7.695299999999999727e+02,2.855652260137456011e+01
8.003111999999999853e+02,2.850384816315718695e+01
8.310923999999999978e+02,2.773754262873098853e+01
8.618735999999998967e+02,2.751436928212840272e+01
8.926547999999999092e+02,2.816567060758357144e+01
9.234359999999999218e+02,2.824648776984350462e+01
9.542171999999999343e+02,2.846436924662162227e+01
9.849983999999999469e+02,2.809392974837687262e+01
1.015779599999999959e+03,2.812095283551921554e+01
1.046560799999999972e+03,2.798151710402665771e+01
1.077341999999999871e+03,2.763203620417023743e+01
1.108123199999999997e+03,2.730648438653921062e+01
1.138904399999999896e+03,2.756774778281312521e+01
1.169685600000000022e+03,2.743465787769211062e+01
1.200466799999999921e+03,2.754121490821049889e+01
1.231248000000000047e+03,2.741995978676600387e+01
1.262029199999999946e+03,2.752060287233510394e+01
1.292810399999999845e+03,2.748989203075716858e+01
1.323591599999999971e+03,2.770310033890609347e+01
1.354372799999999870e+03,2.763943453560949948e+01
1.385153999999999996e+03,2.758601537595546915e+01
1.415935199999999895e+03,2.737739239675592628e+01
1.446716400000000021e+03,2.696895698875804825e+01
1.477497599999999920e+03,2.644765404586824431e+01
1.508278799999999819e+03,2.628118114731532629e+01
1.539059999999999945e+03,2.663348266772095130e+01
1.569841199999999844e+03,2.625225308150769266e+01
1.600622399999999971e+03,2.610457936755252462e+01
1.631403599999999869e+03,2.598289700233600641e+01
1.662184799999999996e+03,2.592063097519773152e+01
1.692965999999999894e+03,2.595159435741266307e+01
1.723747199999999793e+03,2.598514462176878226e+01
1.754528399999999920e+03,2.643287402812685372e+01
1.785309599999999818e+03,2.698372354009380203e+01
1.816090799999999945e+03,2.754553355966429251e+01
1.846871999999999844e+03,2.782838067207403654e+01
1.877653199999999970e+03,2.760898123881614907e+01
1.908434399999999869e+03,2.744171230876060363e+01
1.939215599999999995e+03,2.748410245621787595e+01
1.969996799999999894e+03,2.729402400731311928e+01
2.000777999999999793e+03,2.760728805254115059e+01
2.031559199999999919e+03,2.819523753326215498e+01
2.062340400000000045e+03,2.787373823844565024e+01
2.093121599999999944e+03,2.805884361853294351e+01
2.123902799999999843e+03,2.763920118593644304e+01
2.154683999999999742e+03,2.766509748152909154e+01
2.185465200000000095e+03,2.769392218142964879e+01
2.216246399999999994e+03,2.733703311260714131e+01
2.247027599999999893e+03,2.683694752475173573e+01
2.277808799999999792e+03,2.635284087696742716e+01
2.308589999999999691e+03,2.616266403815177100e+01
2.339371200000000044e+03,2.604863625610042632e+01
2.370152399999999943e+03,2.586549100073989749e+01
2.400933599999999842e+03,2.607580640970076757e+01
2.431714799999999741e+03,2.627412810983220837e+01
2.462496000000000095e+03,2.612600741943898797e+01
2.493277199999999993e+03,2.643292924837881586e+01
2.524058399999999892e+03,2.651741486391841107e+01
2.554839599999999791e+03,2.590034791014545945e+01
2.585620799999999690e+03,2.572878663880607064e+01
2.616402000000000044e+03,2.537697481298819113e+01
2.647183199999999943e+03,2.528243412525284839e+01
2.677964399999999841e+03,2.524093743439386373e+01
2.708745599999999740e+03,2.514155748831886328e+01
2.739526799999999639e+03,2.509248416650474667e+01
2.770307999999999993e+03,2.503925036480102051e+01
2.801089199999999892e+03,2.532680006305148979e+01
2.831870399999999790e+03,2.523591131186346104e+01
2.862651599999999689e+03,2.503228297518238676e+01
2.893432800000000043e+03,2.514539292625463318e+01
2.924213999999999942e+03,2.491674513743108932e+01
2.954995199999999841e+03,2.487059621657592956e+01
2.985776399999999740e+03,2.505977434430786488e+01
3.016557599999999638e+03,2.497967958467446081e+01
3.047338799999999992e+03,2.501452351283719722e+01
3.078119999999999891e+03,2.506556448606234255e+01
3.108901199999999790e+03,2.549737797562593755e+01
3.139682399999999689e+03,2.588903462288319446e+01
3.170463600000000042e+03,2.629740790007985751e+01
3.201244799999999941e+03,2.640811495868927850e+01
3.232025999999999840e+03,2.598837866652398176e+01
3.262807199999999739e+03,2.548947195302882207e+01
3.293588399999999638e+03,2.535771524115787301e+01
3.324369599999999991e+03,2.554374058625773714e+01
3.355150799999999890e+03,2.556172930288390077e+01
3.385931999999999789e+03,2.529572269652242866e+01
3.416713199999999688e+03,2.506490511531855958e+01
3.447494399999999587e+03,2.510187258007703903e+01
3.478275599999999940e+03,2.496828641400689719e+01
3.509056799999999839e+03,2.518453732115393962e+01
3.539837999999999738e+03,2.505953112950022543e+01
3.570619199999999637e+03,2.511755729637904722e+01
3.601400399999999991e+03,2.514229316427240235e+01
3.632181599999999889e+03,2.552029148852515661e+01
3.662962799999999788e+03,2.557756809981648516e+01
3.693743999999999687e+03,2.565611489638750697e+01
3.724525199999999586e+03,2.566003441618261149e+01
3.755306399999999940e+03,2.576106523397504944e+01
3.786087599999999838e+03,2.629335041023083264e+01
3.816868799999999737e+03,2.668742862830736584e+01
